GEOID,TOTAL_POP,TOTAL_VAP,WHITE_VAP,HISPANIC_VAP,BLACK_VAP,NATIVE_VAP,ASIAN_VAP,PACIFIC_VAP,MINORITY_VAP,TOT_VOTES,REP_VOTES,DEM_VOTES,OTH_VOTES
48355000039,1257,1063,374,614,47,26,24,0,689,1584,735,818,31
48355000107,6814,4933,2452,2224,79,94,96,7,2481,16188,11794,4107,287
48355000019,3149,2772,2411,195,10,79,47,2,361,12503,8623,3625,255
48355000001,2495,2313,1231,866,115,60,62,12,1082,4565,2056,2355,154
48101000101,405,318,232,61,24,5,7,5,86,1200,1026,149,25
48101000301,299,246,132,67,41,5,3,4,114,627,441,181,5
48101000401,327,267,179,68,14,10,3,2,88,741,585,149,7
48355000037,2212,1657,168,1419,55,35,6,3,1489,3733,1178,2480,75
48355000108,2317,1953,695,1226,22,20,11,9,1258,1693,613,1063,17
48355000085,1010,753,50,686,17,9,5,1,703,1071,145,910,16
48355000041,864,643,24,601,12,13,1,1,619,769,235,510,24
48355000071,2870,2204,222,1886,79,40,13,0,1982,3696,984,2605,107
48355000026,6851,4972,2040,2066,221,75,581,13,2932,16845,10315,6241,289
48355000127,1949,1409,742,561,36,27,60,4,667,6205,4446,1635,124
48355000011,989,718,190,518,6,5,3,1,528,2022,1074,912,36
48355000036,1200,915,171,716,12,19,7,2,744,2383,951,1405,27
48355000040,5254,4260,3347,612,41,110,137,5,913,15799,11508,3930,361
48355000081,4996,4156,3312,567,59,88,112,4,844,15441,11286,3806,349
48355000067,7594,5787,2254,2651,378,109,452,12,3533,13041,6941,5796,304
48355000032,4148,3310,1176,1687,216,104,169,4,2134,6259,3120,2980,159
48061000037,3296,2349,57,2280,8,22,7,2,2292,3427,859,2485,83
48061000017,12415,8127,209,7861,21,118,24,1,7918,8943,3096,5657,190
48061000044,4731,3642,1202,2139,122,80,164,15,2440,10463,5742,4460,261
48061000079,6723,4972,911,3806,77,87,167,3,4061,8944,4281,4497,166
48307000202,122,105,93,8,1,6,0,0,12,688,582,100,6
48257000017,2246,1821,1544,193,24,44,7,1,277,7208,6074,1043,91
48257000028,3183,2499,1664,528,249,48,23,2,835,5551,4332,1127,92
48257000030,4112,2765,1637,965,74,104,8,4,1128,6541,5141,1296,104
48257000018,3873,2785,2182,368,142,80,21,2,603,8615,6891,1557,167
48051000114,3118,2328,1328,662,278,59,18,0,1000,6037,4490,1460,87
48051000204,979,805,627,100,62,7,8,5,178,2796,2391,368,37
48051000301,2103,1636,1108,354,129,50,6,0,528,5060,3918,1054,88
48051000410,2804,2370,1813,249,175,97,18,1,557,7290,5794,1384,112
48307000401,1167,881,590,256,17,19,8,0,291,2255,1893,325,37
